,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,App Name
4665,gp:AOqpTOEUeEJ1ONI0E-39eixoUSSLkuIjYWyx75KddWLu2BCI7pGGHtResjN6qd02vv3YBflv6OIp5jGurGg2thE,Emmanuel Olaosebikan,https://play-lh.googleusercontent.com/a-/AOh14GiWttQyLcflgtOx6lXhkrUngvGHx1sxRb4-UPkx7CE,It's an amazing app. They're light-years ahead of the competition.,5,0,8.6.0,2022-03-13 12:40:53,,,Telegram
4666,gp:AOqpTOGJwiqGK9Sr-XJDjSx-1hg466XQ9V8_z-DUyjKIF-cRt4PyP9W0EmJ0WlIMbvJCl2o09MvLjvKxZHVDANA,tm s,https://play-lh.googleusercontent.com/a/AATXAJwV4csInQqzp-BUuHDUu__qJ5aUSxDH23PU5e8L=mo,is a great app but it is taking up nearly 2G of space on my phone.,2,0,8.5.1,2022-03-05 22:39:26,,,Telegram
4667,gp:AOqpTOEr-lG_J6Cn6wE3Z5Gapygy5BObW__qlwdTMh_cXdHr8I86bTW26irmIGoA6kMObEwbmWHaImYpNcWVBzM,J. KIM wa MWELE,https://play-lh.googleusercontent.com/a-/AOh14GjvSvHEq3uOHRjPuHSS_xjMxBLwl9Z-74Ll4HHf,IT'S nice to use send when sending audios videos or messages i recomend,4,0,8.5.4,2022-02-27 22:49:11,,,Telegram
4668,gp:AOqpTOEuooNVmFgcVj2Vh_WZ53Jb4EQm7NdHlJk8UFrPFjFYhC-kTkgc3AUrX8szO6olptZ4NRevEQcLZGLIjdU,Ali Poorhoseyn,https://play-lh.googleusercontent.com/a-/AOh14GhQpyfAnNR3QCZyXz7ru2PRNR1eURzW2YbwX9kK,It's so good But it has some bugs that lowers the quality,5,0,8.5.1,2022-02-04 14:11:58,,,Telegram
4669,gp:AOqpTOG7P6Me83DIRxCtv1MFNd82u6OZzBHzBAia947jBzQ2b2u4_GC-_7985V2FC36TulMY-p37pypKbg_6ggE,Nemanja Lukic,https://play-lh.googleusercontent.com/a/AATXAJyrc_eG4sm0C_REmteptzvJUMBXZ8DHTNCfINI8=mo,"Make option for auto translation, otherwise app is fantastic 😊",5,0,8.5.4,2022-03-12 08:31:50,,,Telegram
4670,gp:AOqpTOGFar2yCAJi17y--4Pph2xVpsjOs83k-JH-OJb8pW-UZBRIB51O-f6Ha1T7P8nKfA9mDZg2I3EbsPYmiEE,Itachi Uchiha,https://play-lh.googleusercontent.com/a-/AOh14GgEEfdHCzPPXgRZw1SRzYl0jBDMEq6T1qWWokfiXw,Swipe resulting to pin instead of archive... Fix this,3,0,8.5.1,2022-02-17 10:41:27,,,Telegram
4671,gp:AOqpTOHtANHCqxQTewWmNJbB5XW-KfmPOVpsMGxHZedTH-HVpgnbVHW3z4vUZ_F4hAoc0U9yaT0F8OZmwbykQ4A,sapna Kumari 36,https://play-lh.googleusercontent.com/a-/AOh14Gh8QvNYt7ID29KxoWflbl-MvBJJLbbXJoG_bM-J9w,"Plz developer look on your problems too I updated my phone today and every files is there like before except telegram files I had downloaded many pdfs, videos it was actually for my study and now in my files section there no telegram documents what should I do please developer please solve it",1,0,8.4.2,2022-03-07 10:28:51,,,Telegram
4672,gp:AOqpTOFCdhocWswyv6DEUTAU8XLwp4QP-ebil83Lcm9R1OQY-JHJJ6S81NSgXCwDgdnG2yeKrTZX-67zkD1uFbc,Bharat Oza,https://play-lh.googleusercontent.com/a/AATXAJzIpWqll6HOM_0159EACCBVpxAW1TahLeAI4G7o=mo,Excellent.....but attaching the photo is cumbersome.,5,0,8.5.4,2022-03-10 15:25:19,,,Telegram
4673,gp:AOqpTOHktlNFVI0Eeq7DyB3-Rbz-jwuUCzGqmPwtEpn6LNMd31IKrn9e_uBii4OBupr--izC3-TJSrRLV16safo,Muhammad Khalid,https://play-lh.googleusercontent.com/a-/AOh14GiXvadv_gEGtvsWw9t4cvIu1MYcR3Qbcgt5O4AJ2g,I am trying to add my number for last 1 hour but its only showing connecting.,1,0,8.5.4,2022-03-04 03:17:39,,,Telegram
4674,gp:AOqpTOFUoLclcTKdFaoziOBPyLAhdidKMvisYDS7iE3ck93lDu-xB56sd2bvFG0GH5MLhR5cE8S_9lQRmszIPZE,Arman Babaei,https://play-lh.googleusercontent.com/a-/AOh14GiNBA5ZNw6UdQ18ipTek-M-EMMGa7lD0NCovKyd,"After updating and migrating files, I no longer can open documents from the app.",2,301,8.4.2,2022-01-01 19:55:26,,,Telegram
4675,gp:AOqpTOH0cNL7mJH2K1EUJk-_Imm1-zEkdlPjX84Vpzf6AC4WTxdnc9a76YVMXMKGVTW0FwYKWDgmq10Iv3eHVEE,Ikuto Saufi,https://play-lh.googleusercontent.com/a-/AOh14GjV5VZSlJ0dNuoGWkyMzIUrzlkLWrQCrm2x-6WkEQ,My notification sound always keep reset to default when i close app,2,0,8.5.1,2022-02-05 13:02:51,,,Telegram
4676,gp:AOqpTOGZo990IjLhwwAB3P2D8uDutkH7FF5iWcRHXsYNkkk3EXdULmRDZkOrrITgR98wGO0qfhX2P-4WQHcdt4E,Sheraz Tahir,https://play-lh.googleusercontent.com/a-/AOh14Ghhh2ll2rab181kp1e7km9lhyf74r_NTAVueXHwSg,"If you are having connecting problem then use VPN just for one time, then you can uninstall it.",5,0,8.5.1,2022-02-07 22:41:14,,,Telegram
4677,gp:AOqpTOEvceTVst0c4aaOZWxL7BMaxXjG2Ozz-I-ziPQzSauVbHQNWTNMF_nc2_8WBeVaeW4COH1AjjHbJKgI5hg,Mr. LonelY,https://play-lh.googleusercontent.com/a-/AOh14GirSjANwgZ7GhmulS-7qLmYTw0R18lf9NYHROGhhQ,Update makes worst. Downloaded Files not saving in the device.,1,1,8.4.3,2022-01-18 00:08:41,,,Telegram
4678,gp:AOqpTOEClDNL3xtzZIb-S14DitDXyiyQI6USYgAn61YprEHq3KM7XVBOGffWSTMDi8Bk1HerebzGDC_YaLlw-tw,Manoj Sen,https://play-lh.googleusercontent.com/a-/AOh14Gja00l9oJy5wAogMWI2ocb5FtpdXsj-QM9eudNxMA,Very slow network uses i cannot download a single pic and not a video,1,0,8.4.4,2022-01-21 10:24:57,,,Telegram
4679,gp:AOqpTOH-jGCb0QiSVrf6WMQmCxZ4y4Di07fSwdaGfg7YTh35-c6IKHMJBcCCdtOtActRW46yY-UH22tydfzMk6o,pRavIn JaDhaV,https://play-lh.googleusercontent.com/a-/AOh14Gg__KrSf7xLBbCHPB2PwsqYwAABjoRRJidOmoCH0i0,1 star because my telegram is not working he is not accepting my number and not sending me OTP ...!!! Please fix this problem ...!!!,1,0,8.4.3,2022-01-17 20:36:03,,,Telegram
4680,gp:AOqpTOFLB_r569Q-qlveuV5ihU98EK3UCrTjH8TDNfy55PzKD620zSjVBi83dmpVRUN2yHdi1yfDwBeLDQMvycw,Eric Martin,https://play-lh.googleusercontent.com/a-/AOh14GgVKQkC5Mm73t5knLu9To37zHg9NywhDnF4wZGaKw,Super fast and extremely feature rich messaging app.,5,0,8.4.2,2022-01-17 02:03:30,,,Telegram
4681,gp:AOqpTOF3-jor2hf2B7lqwHm6qHGHZl0Fhn1kMxo7TH49-wPxEZAGQLcIYcBuUO2ixBanOWkDVXJ03EjOv96yxqo,gaurav padmane,https://play-lh.googleusercontent.com/a-/AOh14GirBJ6SAZ69HFxolJIIuxl_cFD69z11Q0xzXuNC,Connecting issue Downloading issue so many bug problem Team Telegram please Fix this New update of Telegram problem,2,0,8.4.3,2022-01-16 13:26:04,,,Telegram
4682,gp:AOqpTOEFVax1Gqit_ttecvsTTJyQ9NRr0yTtGILb61Lth3KnE8I4CDo9Z1n4fz4XbjdoRA3i8yqL_nZ3uRMDsUw,TaiMoor Ayaz,https://play-lh.googleusercontent.com/a-/AOh14Ghas9Sofv7t-FS7iYlNXykerilHPlpY-JX6icmL,"App is not working, it keeps on showing “connecting”",1,1,8.5.4,2022-02-25 07:08:50,,,Telegram
4683,gp:AOqpTOERxVgP5UpBLafqvzgTSYQ7IdZoBAagORfZYAuOaGodnEvnrt0wZUJMJgMrrBYZsBGNTvHK_3UGzHG3xks,Saeeda sultana,https://play-lh.googleusercontent.com/a/AATXAJyDGlzkULZN31VZiTWbO2st2sQp8wJzDxeiYylt=mo,It does not work. It stoped working for weeks. No matter what we do it still does not work And its getting worse and worse,1,0,8.4.3,2022-01-11 19:30:11,,,Telegram
4684,gp:AOqpTOFF7Z0q_1-g_iq42We-tuy8HbtjfYYhspHsMBH0yzRL-JaRZgCo0uG2bIf7HrWvdOgTiLiak0VGPhq0KOI,dorothy george,https://play-lh.googleusercontent.com/a-/AOh14GjseHuP-7RWM_Dpu7hoqC5FKcxHU-S7HZTuMZ20zb4,Im not sure if this app is having brain damage I cannot send any message or recieve do I need to uninstall ? I have done every trouble shooting but not solved,2,0,8.5.4,2022-02-25 18:44:30,,,Telegram
4685,gp:AOqpTOHNRcj8VyIVF_dWbtgahocYheq-17vEfjSRwya_gGSAMR5Ldo31GBgalQfutJuThM7vX7Q5NZXWXxJqRC8,Richest Man,https://play-lh.googleusercontent.com/a/AATXAJzUdX9Ig2VzUu7_tCKajiT_3wMKcNG8hxXXUxMh=mo,Telegram is not playing other audio track in video but telegram is awesome,1,0,8.4.2,2022-01-03 18:03:14,,,Telegram
4686,gp:AOqpTOGcoIAyTP6_6ohL_U-VV-VqUPn5lapzuNnhV56TB6_Vt8JWJKSMYtKrvDvFw18ZENZ25l_k_RZcQHo8CYA,mohammed sulthan,https://play-lh.googleusercontent.com/a-/AOh14Gg3KIctzcoxCWGnV4a0ehsT8zcRoBO2eTzpnzi0NA,Connecting issues. always Connecting Connecting. Please solve.,1,0,8.4.4,2022-01-29 21:35:23,,,Telegram
4687,gp:AOqpTOHSxFu-xB_gJPdbq3z17QXwgC4a1qMpo386_zsnMaXBOJsHs1bl46k9lMO7j--AOhFhE08OJZ1-BYB61zQ,Umaira Tauqir,https://play-lh.googleusercontent.com/a/AATXAJxRitkpV5lS3QQAh3g0ByjPkvlgr0ktA5h79vkG=mo,"App is not working, it shows connecting..... Please fix this issue",1,0,8.5.4,2022-02-20 00:58:53,,,Telegram
4688,gp:AOqpTOGFnHY62AL8rcwPFxPo5CNcpwIFVeB9tALfJfJ5uxnHdaUtSFbL3AD0l13RypgXJ8kIC6Za1MjcbS86nxY,Vandna Sharma,https://play-lh.googleusercontent.com/a/AATXAJzsjJ5PBvbO2sXx2jG92QciQG_VVUmgRpuxlO_T=mo,Downloading speed is so slow evm when my network connection works well it's seriously awful guys pls fix it asap,3,0,8.4.3,2022-01-15 20:31:14,,,Telegram
4689,gp:AOqpTOEWeu-3L7TuVZ696PECFJDH6GcxeP8uCf3TzbIqdJrU6ZXFj1vNIznYPsrRrVcR_TOSvgBr2rc9rch0ltY,Wardah Zaheer,https://play-lh.googleusercontent.com/a-/AOh14Gh33hpAcf690zNPBATWIe6OB4Hk80G0i9NvAN3QJk4,After the update I have install this many time after uninstalling it but it isn't connecting my phone with there server I don't know why but I am unable to use Telegram 😔,1,0,8.4.2,2022-01-07 13:52:15,,,Telegram
4690,gp:AOqpTOE9K_QS-P1DuqLjmg48TlyAAN7PV8Rab6R4T6ds83ccx6zesB2zZij8pOrcfSHeF_hty3AEii95Q-fv7Xs,alifia salma,https://play-lh.googleusercontent.com/a/AATXAJz-sEea-SZ8Zzz0VynoNqfLFZzG4XC7vnMATB95=mo,Why still can't open group messages even though I've updated to the latest version? Can anyone help?,4,0,8.4.3,2022-01-12 21:52:16,,,Telegram
4691,gp:AOqpTOE8EcwO0NnaNZlBk9Ks1dnrTw1MuXHvS9qa5AHS2pkraBa42FZuteAhBQq9S3h20B4QcnjW9QV112jrrIE,Sneha Verma,https://play-lh.googleusercontent.com/a-/AOh14GgAPwbcIPOi5IPPDr69BvvVyfiOpNqux11fe0FWIw,This app is not working even after reinstalling....And now it is even not calling on my no. For verification and there is no sms on my no.... How can I get my account back?..,2,0,8.4.3,2022-01-17 21:08:59,,,Telegram
4692,gp:AOqpTOFjE-EyxHAS9mJt0zZ6cg8kHV_ozuVQ7xmJXq8wMR5YG2qhG2Ou7C3-Oz5tlwMLaJz7S23O0AwCZCyzKm8,RamanLalit kumar,https://play-lh.googleusercontent.com/a-/AOh14GhGHtwBrQ1KvaIQoYD7cIsEAd3QoBufZh-hfxNb,"Can't login , it takes 5-10 min everytime",1,0,8.5.4,2022-02-20 08:30:46,,,Telegram
4693,gp:AOqpTOHsV8brbGX7cfJnpBNEbToSJsPD8zFchx3KX8V84o2onhdpkwfw0csEpMRQq5FZ_HVNRPTMihrarXbNjns,Ashley Sanchez,https://play-lh.googleusercontent.com/a/AATXAJx-zPF-ZCltXSwusThYQcGw2dDuma5u2ZfDhd0f=mo,"I'm having problems sending messages, please fix it as soon as possible",1,1,8.4.3,2022-01-17 19:50:07,,,Telegram
4694,gp:AOqpTOGjjQRKnAYl_x31KRqxMsHyvJTvvYAd09g6285cl56DFpi7p0Gf9Dt_0I3-2gdsWLjl9wOdILw0TYoU7cQ,Mehul Sidpara,https://play-lh.googleusercontent.com/a/AATXAJw-n8KXu-ydLye8qPUPZ6bVh9tBVBNJYf4FUa3s=mo,1 star because not able to see files in down loads folder I don't remember which group I down loaded the file have to search in every group for it prior it was not the case,1,1,8.4.0,2021-12-29 20:36:36,,,Telegram
4695,gp:AOqpTOGXqbtzqAzakpIeopgz2Vo3ikH8MLgYN3GKaCLTl2zJZb43Qv3N8PejeaSY9RYKoVPnWzqpa1wPlnMZDzM,Äiman WhatsApp statuses,https://play-lh.googleusercontent.com/a/AATXAJxOdhc-VpSJYj-87_QAc3nMyGvBm-FNXni8FuHE=mo,Its not connecting. Plz take a sight on this issue. Now rating of this app is down because of this issue,1,0,8.5.1,2022-02-07 09:18:11,,,Telegram
4696,gp:AOqpTOGhKitsPmasYpSWd2nX42gOG7wTEvJVI3XPgH_kmt3kGuLY9U4GS8Z_9VbE75DOCgr88eTTBIszkWtB5F8,Suvarna Sharos,https://play-lh.googleusercontent.com/a/AATXAJwMKhPjeaZgeQ9JXQGbzrIPhhF3O7CewLPBh47t=mo,It is not good no reporting icon.no deleting icon.it has to be more developed,1,0,8.4.2,2022-01-05 17:29:16,,,Telegram
4697,gp:AOqpTOGBZwOCEXB5tL0ec8WV_fYRv3bM0IYFNNIxJv5Fz0zJrl5_L9Ogfkl0enIDT5RoEnD0duskJGmim-B68tk,George D,https://play-lh.googleusercontent.com/a-/AOh14GiA_NYXdMhU5ls_wWoRDSsYyTFpN3gF3ydSTeqbDw,"I don't want Telegram to have access to my contacts. I want to add only people I want to. I've tried everything, including deleting the app, but it automatically adds all the contacts in my phone with Telegram accounts onto the app. How do I prevent Telegram from including people on my contacts that I don't want on Telegram?",1,1,8.5.4,2022-02-18 02:32:32,,,Telegram
4698,gp:AOqpTOFrdzTyUsXZd67bhzMm2sOA2uGfx_NNYjX38Zbgt_tnWc9mV9IredDRMqwFMZHC1eOXlUn0RC6r4T5QSp4,Misobod Marc,https://play-lh.googleusercontent.com/a-/AOh14GhlVhUTHxUebdhbqMBd6IPPefXkGM2OrSG86wbIDQ,"Good, WhatsApp clone but private.If you can use the former you can use the latter.",5,0,8.4.4,2022-01-28 11:27:41,,,Telegram
4699,gp:AOqpTOF27FkJRXyyXLk-7Z05N30jjKS50-uFi02va4JVo6XjVY4txqTrdYluN76oh6wRbieEIWQo6UYa1dUX8Vg,DarkSkXxX,https://play-lh.googleusercontent.com/a-/AOh14GiuPxcQ1d8oBPYxuaboRkXpasoE7Dq9ZO9KuvL4,Sir facing issue in quiz bot system during attending quiz . Quiz bot system not show my result & rank .,1,0,8.5.4,2022-03-04 20:52:03,,,Telegram
4700,gp:AOqpTOFeDgHrnhQj0VEz0C-uuEql6ASSqc8KL1Wo_bJsFjv5Sant3AiiJab66KBVFvjriJ2pNnr4DWLg9J27BPk,Yafet Girum,https://play-lh.googleusercontent.com/a-/AOh14GiXiUtJiLE9eTgIHzlyEyBkRYSfz5UKlOi3zvp3cg,"I love Telegram, my only comment is to include forwarding without quoting to be available.",5,0,8.4.2,2022-01-08 23:54:00,,,Telegram
4701,gp:AOqpTOHagcisavz5jVfIMtqUnFHdPoMXi6N0NiRPXGn-PdH88Y6NzeCZMG79__xfAbh2-PPuo2sP-JicV_sfL78,ArJay Agapito,https://play-lh.googleusercontent.com/a/AATXAJyKnlamX-UFsNGiXVCQq5XktS_QdUJqEc3K54yV=mo,Why I can't see all my conversations and sometimes I can't see photos that was sent to me.,2,0,8.4.2,2022-01-01 21:09:49,,,Telegram
4702,gp:AOqpTOGKVFul7lYozlI7O1j-GLIjGIAFFptMk8rBk4-2LYpbN1L28Ytr7yXS5rIU0EuxmZgu8FsIGTeFp2g-jKw,Ijaz Ahmad,https://play-lh.googleusercontent.com/a/AATXAJxMZi8yWTsWjpnccQN_KrdzDdjt5fDQKN7qFG0jaw=mo,Telegram not login and not live chat connect what's issue??,1,1,8.5.4,2022-02-19 16:14:06,,,Telegram
4703,gp:AOqpTOEAcM_VP4dYHMOYWBRMHvdktPUZHilQaMkZEnQm-SPfLiT67ubKEFO62M2ZcSz2YjXeHV6IJRXJTx-gGTE,Jatin Yadav,https://play-lh.googleusercontent.com/a/AATXAJypM-mf0PfNsTmmaS60soIlQlnUj4Yax1DHx923=mo,The only problem is telegram folder doesn't sees in file manager,3,0,8.4.3,2022-01-16 19:42:01,,,Telegram
4704,gp:AOqpTOG00O6F_LeXYHUtG0c46UO6zcZW_BlQsOPTQM3Q6Jj-yHr6YpjzklyzZAR6723BuVkiGgUX7hM7e59pRrU,Ankit Kumawat,https://play-lh.googleusercontent.com/a-/AOh14GjHxuiUvLNj8yRT4I6CJwwCVJYxtokRB25hjZbKrA,Good app but some issues. Bugs fix.,4,0,8.5.1,2022-02-09 07:25:45,,,Telegram
4705,gp:AOqpTOFK-dO8n8zAbIdH3RL-hegWFLRAIQ3GxaJ6g66zJ85Nh2AYoUVuVbqX0LMXSSrUZpJzV1F-dO13iGKeDts,Сергій Корник,https://play-lh.googleusercontent.com/a/AATXAJyuSoyteu4rz4yrwijNhPwA6BDBN572pkMcUuIX=mo,"sometimes i can't access to different open chat groups, but I was never a member.",2,0,8.4.3,2022-01-17 01:32:41,,,Telegram
4706,gp:AOqpTOEP9fWwzl2kllXdeTXtJ0kakH8V2jJJdjHGyrx5smAX4mfeuv1eqvTfpRZHJFxd9qgdHtpj_tv6wwRjhYs,Debashis Roy,https://play-lh.googleusercontent.com/a/AATXAJwuN6hIRGqyy8ODckJpBiordLSsrfrg35YzwA-l=mo,Verification process very poor.. very received a sms code. Very unfortunate,1,1,8.5.4,2022-02-17 11:45:20,,,Telegram
4707,gp:AOqpTOFBqx-_Y6j7LrHNfU5tmGQivSPZfpu4hmDm8oKy1_4rf2l41iqQnbRDx_A2V0oDjjq1VmUAXE7QdfFUVso,Ruthvik Rao,https://play-lh.googleusercontent.com/a-/AOh14GhIJMHC2n3MF336zgwLwe81WGO5NN8ULXk2YqBJtA,This is so much better than WhatsApp! People should definitely consider and start using telegram.,5,0,8.4.3,2022-01-17 01:18:17,,,Telegram
4708,gp:AOqpTOFWOUtlVGc3TyJlnU34wt0sA5wqH2YS5GX18eHtA3KLWrJdtzPBrm0z5PhlWP2jpdf7F5kus9kugHs66-c,Ahmad Raza,https://play-lh.googleusercontent.com/a/AATXAJwtkCHhJz2Bi78FMbx4N2ba4YILZSByvAI3AxXW=mo,Telegram app was to working in my Mobile when in enter phone nomber but this app still Connecting but not working why?,2,0,8.4.3,2022-01-18 19:52:51,,,Telegram
4709,gp:AOqpTOErF_acX17w59bJ9GZ5mLVxSfbfwbcyZOtXmzJ0CLj0_TYMjXon7cN9-6vuewU6j0tQ2ph3mT0KRyrk_GQ,Welishe Emmanuel,https://play-lh.googleusercontent.com/a-/AOh14Gg2iI4EtmFsbc--c8zm8j7E3ixjWOpGUIKiUqRaaA,"Expect no limits, typical best app when you know how to use it. Humongous grpous and communities. Love it",5,0,8.4.4,2022-02-12 20:09:18,,,Telegram
4710,gp:AOqpTOEnXe8ieALTve-_nq4fMY_g5Zuroz5NXSq-gBMemxt2VuqrcwC_J0HxQaUSAK6_BJt13Ah0DEdqFBtJYbY,Barno6000,https://play-lh.googleusercontent.com/a-/AOh14GjIpre3ER8X2Lgw4UyzMphsAAtjb8EiJF8mZC8_2g,Uninstalled Whatsapp and started to use telegram. It's way better and fun to use.,5,3,8.5.4,2022-02-22 23:26:42,,,Telegram
4711,gp:AOqpTOHv4M6m2rc1HuY5KKqN-15H9wcel4kthg5O1fls3NKcXWyYeOchR9Ff7iNxHgu3z9-V3A6qyGWnj3u_B1Y,Setare Joshani,https://play-lh.googleusercontent.com/a/AATXAJzW3bPLJgfJHQqN4Ins7MLXiefSFVxwV2WI3Sw=mo,Cool app😎espcially video massage 😆 but if we can change our sound when w record it it be better🤗,5,0,8.4.2,2022-02-28 10:30:53,,,Telegram
4712,gp:AOqpTOEm2MrtpyMCNQQdKVnaj3bRuKUDWFpf69Kk9MwYpMk7BlgWSabphYPoLvukkJB0KHqw30Nld_-oPKiVHD8,Zuhayr Soeker,https://play-lh.googleusercontent.com/a/AATXAJxxJqtPdFm3reuj1nJKFBqEYC8hSWl0fvlQYsMh=mo,I've never had problems with this app until this morning. It's continuously saying connecting to proxy. It is now 21:00 the evening and I have uninstalled the app hoping it would work if I reinstalled the app. But reading all the negative reviews lately I'm starting to have my doubts it will actually work.,2,0,8.2.7,2022-03-15 00:03:16,,,Telegram
4713,gp:AOqpTOFtLvIDxsUxUaxb7MIuthp2LO-4U6p90LiLY9dJmrCXOvtpukqfFOsNjayG671shvEVrz4mU3rLKmQbcV8,Antio Sekar,https://play-lh.googleusercontent.com/a-/AOh14GhiYpD2gbf9SzgOnNk97ShQ3jNuwRQQSq2LRA-dAg,It's always show connecting ... And not working properly,1,0,8.4.4,2022-01-23 11:16:42,,,Telegram
4714,gp:AOqpTOG0s0mOVpFbZYjk27WjgYEr76OxuDGC1Bl6WFSR_755ylD3ktm7C47t82vvXVEGEWhCpwMnwct7OzfFJlQ,BURHAN MALIK,https://play-lh.googleusercontent.com/a/AATXAJz5y6Dz2b_uFFCAqitxaGqxbxdkm_nYh78k-QTIxw=mo,"Developer Always Sleep.That Don't Get Any Haddock because Application always in trying to connecting, Again Connecting, Again Connecting, Again Connecting, Again Connecting, Again Connecting, Again Connecting, Again Connecting",1,0,8.5.0,2022-02-02 16:38:39,,,Telegram
4715,gp:AOqpTOGCQ_LMLp2UzB3y5fPhp8TXOTW_r5foP-UHN3-4AuF7YoDicAx_nH-j9p9NvYkReNiMKLVR6o4ZAZcfC4Y,Teven Tardo,https://play-lh.googleusercontent.com/a/AATXAJy6pxWtGUDOk-jFVIPigJT6r1BzVBFfsO49gROY=mo,Excellent. Everything it claims to be and more!!! Would rate 10 stars if I could. Cheers to the developers!!!,5,0,8.5.2,2022-02-20 11:36:57,,,Telegram
4716,gp:AOqpTOHuARyg_KrCGGPl8bzwikw8shgGc9pmu9DYYu3ZNkfWKU2RaEGxOtGLSmGmhLo66vw_19LAlFLZzJEOOpk,Aditya Sharma,https://play-lh.googleusercontent.com/a/AATXAJzRUi45zeye243wIfW1RzBlVqjDewqenei8w2F2=mo,After the new update the download speed gets down..solve this issue,1,14,8.4.3,2022-01-15 23:06:47,,,Telegram
4717,gp:AOqpTOExIdH6UBC-JXiIeLKEKN_WwZddXTbFVMbMf8GwP22k5JIjIDSzI5KRdiRe4N9NvI1fctD1_pvWzmIWKZE,Alex Ray,https://play-lh.googleusercontent.com/a/AATXAJxjXMy-tpKwbVCW4d_qOkSA1KCG5F8vMayCVOJa=mo,"Downloaded files and video doesn't seem in file manager, why? This is majar issue. Please Solve this first:)",1,0,8.5.4,2022-02-22 06:10:16,,,Telegram
4718,gp:AOqpTOFmh1A-wIV6mf8Gh6H9NKHRKgmHZ0LCKGxIMmwED9h6Z0W4uVFzcS-ZG1o8jToc3U3Z4z4mRCn1m61ETKw,Lazira Imtisal,https://play-lh.googleusercontent.com/a-/AOh14GjcfzMI-f2vEHjAt4sjvTic7ghZ_C07HLqy4AcQbw,Poor app with poor functioning ad always shows connecting,1,0,8.4.4,2022-02-21 21:17:04,,,Telegram
4719,gp:AOqpTOFVXLsiUnTHHps4jvxAtACoQIK9k9W81R8sCmJloaAvXXGxgLXZFZqHM3wYVBIKN5vy5DuhDC5RUbnVwdE,Sanoj & sreelakshmi Vk,https://play-lh.googleusercontent.com/a-/AOh14GhWPyz9eZjPzICT0XkwOJPCAkOSpDD7qvgM9kS0,this is a beautiful app. i really happy to see this. This is a fantastic mind blowing app. I really like this app...,5,0,8.4.2,2022-01-02 14:08:38,,,Telegram
4720,gp:AOqpTOEGNhBnON0zZLB10fbhk7ENXEaDF3amA98jdPYg_o7mY9SYGNIkIOcEqp7jYpA4wMdYd4gzU1rBdCB5PWA,mohammad amin babaee,https://play-lh.googleusercontent.com/a-/AOh14Gj7fNMabOr6Hc0gYt1UHW-6UnsoIVUfZTlLDlNC7A,"The best messenger in the world because it's fast,strong,easy and it has very options",5,0,8.4.2,2022-01-07 18:01:09,,,Telegram
4721,gp:AOqpTOGwDXQCbW3bnUJD96q50z10bISV4NMIlqG7xSHwWUsLZjunKT7x32W9u2nD8kh7QGv4RkQ-nddRo_t5Sto,Muhammad Asif,https://play-lh.googleusercontent.com/a-/AOh14Gh5D01KBlQLuHyCa0NEGZir0emYYGPB6H1k2j-y,"Whenever you change your Internet connection it's not working proper keep connecting, and connecting",1,0,8.5.4,2022-02-20 00:09:19,,,Telegram
4722,gp:AOqpTOFSRC3FTLgW7SZiqat5XFELpmqpsCpySPKoupaN4uEzBiN8_Na1rS-CWze4_x1ShmakovUrBRT5ahvrXKw,Israr Chaudhary,https://play-lh.googleusercontent.com/a-/AOh14Ghz1Mxl39LQHfVBNULCWJIrLUkpb5RB15wxRZIR,It takes to much time to connect from Start off this app. Please fix this issues from Pakistan,1,0,8.4.3,2022-02-07 15:42:25,,,Telegram
4723,gp:AOqpTOGmmt2r2wyTPMwKSB319_tG1hkmwi08WxWNrWDGE1SO2Rfm6ckxMq9Eeg35_t5v0oX1Gicf2JTF73rXNTc,MR2K Gaming,https://play-lh.googleusercontent.com/a-/AOh14Gh1DxXf0J168aRaTXIn9SPhXg324D_iUizpcICb,"Very good app but photo , Media etc download problem 🥺",2,0,8.5.0,2022-02-11 22:26:37,,,Telegram
4724,gp:AOqpTOGcvil1p3rc_lHE49E7FnZsaZITkf_5undAS6Hy-vMabVwxldcuA-uNsXldG5ZEgK-QQLXaUrAPvoTf8nQ,diamond avan,https://play-lh.googleusercontent.com/a-/AOh14Gj3LDyH8L2cawB8FuJYhZhbHe9Akb23QyBDwxme,"If you want a great app for messaging, just install Telegram.😎🥰",5,0,8.4.4,2022-01-30 21:58:28,,,Telegram
4725,gp:AOqpTOGAvBvp0TVqw08-dZdvxrrsm4w9ck4ZZntvvLYt79iJXjDB7Z_jq2bC7n7cv7RQCoUJ1j4BlzgqS2SWEmY,Gospel Piano Geeks,https://play-lh.googleusercontent.com/a-/AOh14GhSBIb3n87YHRbhIzr3qZ8pUlJOULr_3Nm-jDQN,It's a very good messaging app. It deserves more than 5 stars,5,0,8.4.2,2022-01-07 16:15:55,,,Telegram
4726,gp:AOqpTOHRq0abxqJpfqgiUlDyI1yXXVU7vD0fs46zIjLubSCqPdq0iM-SrBHbDpAkd9URb1lZ3YbEMFTp88SM1LE,Bipasha Ghorui,https://play-lh.googleusercontent.com/a-/AOh14GhYsJ3biz3k3t8-nTTXOr7hsBDUPqdkwZSY059e7TQ,Unable to download videos inspite of high speed data,1,0,8.4.3,2022-01-17 19:54:29,,,Telegram
